,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost Price
9070,First Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,11.352,3,0.2,2.6961,3.4623600000000003
9071,Standard Class,Home Office,Columbus,Indiana,Central,Office Supplies,Storage,24.56,2,0.0,6.8768,8.8416
9072,Standard Class,Consumer,Springfield,Missouri,Central,Office Supplies,Envelopes,16.56,2,0.0,7.7832,4.388399999999999
9073,Standard Class,Consumer,Springfield,Missouri,Central,Technology,Accessories,279.95,5,0.0,67.188,42.5524
9074,Standard Class,Corporate,Henderson,Kentucky,South,Office Supplies,Storage,828.84,6,0.0,0.0,138.14000000000001
9075,First Class,Consumer,Lakewood,Ohio,East,Office Supplies,Binders,7.218,3,0.7,-5.5338,7.226019999999999
9076,First Class,Consumer,Lakewood,Ohio,East,Office Supplies,Supplies,27.2,4,0.2,2.04,7.548
9077,Standard Class,Corporate,Omaha,Nebraska,Central,Technology,Accessories,89.97,3,0.0,18.8937,23.6921
9078,Standard Class,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,318.08,4,0.0,34.9888,70.77279999999999
9079,Standard Class,Consumer,Henderson,Kentucky,South,Office Supplies,Binders,5.8,1,0.0,2.61,3.19
9080,Second Class,Corporate,Santa Ana,California,West,Technology,Phones,143.952,6,0.2,17.994,25.191599999999998
9081,Second Class,Corporate,Santa Ana,California,West,Office Supplies,Paper,19.44,3,0.0,9.3312,3.3696
9082,Standard Class,Consumer,Springfield,Virginia,South,Office Supplies,Art,5.56,2,0.0,1.4456,2.0572
9083,First Class,Corporate,Suffolk,Virginia,South,Office Supplies,Storage,146.73,3,0.0,2.9346,47.9318
9084,First Class,Corporate,Suffolk,Virginia,South,Office Supplies,Paper,29.9,5,0.0,13.455,3.289
9085,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,276.784,2,0.2,89.9548,112.09751999999999
9086,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Appliances,93.03200000000001,2,0.8,-251.1864,309.79656
9087,Standard Class,Corporate,Houston,Texas,Central,Furniture,Chairs,454.965,5,0.3,-136.4895,153.77817
9088,Standard Class,Corporate,Cary,North Carolina,South,Technology,Phones,246.168,3,0.2,21.5397,89.85131999999999
9089,Second Class,Consumer,Springfield,Ohio,East,Office Supplies,Storage,295.4,5,0.2,-62.7725,85.96139999999998
9090,First Class,Consumer,Louisville,Kentucky,South,Office Supplies,Storage,348.56,8,0.0,104.568,30.499000000000002
9091,Second Class,Corporate,Troy,Ohio,East,Office Supplies,Paper,15.552,3,0.2,5.4432,4.043519999999999
9092,Second Class,Corporate,Troy,Ohio,East,Furniture,Bookcases,482.94,6,0.5,-376.6932,214.9083
9093,Standard Class,Consumer,Detroit,Michigan,Central,Technology,Phones,299.98,2,0.0,83.9944,107.99280000000002
9094,Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,403.68,6,0.0,181.65599999999998,37.004000000000005
9095,Standard Class,Consumer,Detroit,Michigan,Central,Technology,Phones,41.9,2,0.0,11.732000000000001,15.084
9096,Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Labels,28.91,7,0.0,13.2986,2.2302
9097,Standard Class,Consumer,Bloomington,Indiana,Central,Office Supplies,Paper,32.4,5,0.0,15.552,3.3695999999999997
9098,Standard Class,Home Office,Dallas,Texas,Central,Technology,Phones,369.54400000000004,7,0.2,27.7158,58.599120000000006
9099,Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.7584,3.96576
9100,Standard Class,Home Office,Dallas,Texas,Central,Technology,Accessories,791.88,3,0.2,128.6805,265.27979999999997
9101,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,23.64,3,0.2,5.319,7.3284
9102,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,84.78399999999999,2,0.2,-16.9568,61.04447999999999
9103,Standard Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,64.96,5,0.6,-84.448,47.81056
9104,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,32.06,10,0.8,-51.29600000000001,15.004080000000002
9105,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,177.648,2,0.2,-28.8678,123.90947999999999
9106,Standard Class,Consumer,Houston,Texas,Central,Technology,Machines,287.91,3,0.4,33.5895,118.6829
9107,First Class,Corporate,Haltom City,Texas,Central,Office Supplies,Supplies,22.368000000000002,2,0.2,1.6776,12.414240000000001
9108,First Class,Corporate,Haltom City,Texas,Central,Office Supplies,Paper,32.368,7,0.2,11.7334,3.5373600000000005
9109,First Class,Corporate,Haltom City,Texas,Central,Technology,Accessories,207.984,2,0.2,36.3972,102.95208000000001
9110,First Class,Home Office,Richmond,Virginia,South,Office Supplies,Envelopes,36.4,5,0.0,17.472,3.7855999999999996
9111,First Class,Home Office,Richmond,Virginia,South,Technology,Accessories,22.96,2,0.0,4.3624,9.2988
9112,First Class,Home Office,Richmond,Virginia,South,Office Supplies,Storage,315.2,4,0.0,6.303999999999999,77.224
9113,First Class,Home Office,Richmond,Virginia,South,Office Supplies,Binders,15.18,3,0.0,7.1346,2.6818000000000004
9114,Second Class,Corporate,Los Angeles,California,West,Technology,Phones,623.96,5,0.2,38.9975,140.39100000000002
9115,Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,429.6,2,0.4,-93.08,365.87600000000003
9116,Second Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,31.968000000000004,2,0.2,6.3936,15.344640000000002
9117,Second Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,887.2710000000001,3,0.3,-63.3765,411.94725
9118,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,21.695999999999998,4,0.2,7.0512,4.393439999999999
9119,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Labels,22.05,7,0.0,10.584000000000001,1.638
9120,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,99.9,5,0.0,46.953,10.589400000000001
9121,Second Class,Corporate,Los Angeles,California,West,Office Supplies,Appliances,90.86,7,0.0,26.3494,9.2158
9122,Same Day,Consumer,San Francisco,California,West,Office Supplies,Paper,7.78,1,0.0,3.5010000000000003,4.279
9123,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,78.759,9,0.7,-57.7566,25.786279999999998
9124,Second Class,Home Office,Houston,Texas,Central,Furniture,Furnishings,9.552,3,0.6,-3.8208,7.132160000000001
9125,Second Class,Home Office,Houston,Texas,Central,Furniture,Furnishings,5.343999999999999,4,0.6,-2.1376,2.9926399999999997
9126,Standard Class,Home Office,Las Cruces,New Mexico,West,Office Supplies,Art,8.28,2,0.0,3.4776,2.4012
9127,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,50.136,3,0.2,-11.2806,24.56664
9128,First Class,Corporate,Redmond,Oregon,West,Office Supplies,Binders,88.074,7,0.7,-58.716,35.648999999999994
9129,Second Class,Consumer,Cleveland,Ohio,East,Furniture,Bookcases,301.47,3,0.5,-241.176,271.323
9130,Second Class,Consumer,Cleveland,Ohio,East,Office Supplies,Art,18.656,2,0.2,1.6324,10.214159999999998
9131,Standard Class,Corporate,Laurel,Maryland,East,Furniture,Furnishings,27.46,2,0.0,9.8856,8.7872
9132,Standard Class,Corporate,Laurel,Maryland,East,Office Supplies,Appliances,125.13,3,0.0,36.2877,29.614099999999997
9133,Standard Class,Home Office,San Diego,California,West,Technology,Phones,555.96,5,0.2,41.696999999999996,123.42312000000001
9134,Standard Class,Corporate,Wilson,North Carolina,South,Office Supplies,Storage,129.55200000000002,3,0.2,-22.6716,60.889440000000015
9135,Standard Class,Corporate,Wilson,North Carolina,South,Office Supplies,Storage,51.983999999999995,1,0.2,-5.1984,68.61887999999999
9136,Standard Class,Corporate,Wilson,North Carolina,South,Office Supplies,Paper,10.272,3,0.2,3.4668,2.72208
9137,Standard Class,Consumer,Saint Petersburg,Florida,South,Office Supplies,Binders,18.336,2,0.7,-12.224,25.976
9138,Standard Class,Consumer,Saint Petersburg,Florida,South,Technology,Phones,180.96,5,0.2,13.572000000000001,40.173120000000004
9139,Standard Class,Consumer,Buffalo Grove,Illinois,Central,Technology,Accessories,475.944,7,0.2,95.1888,65.27232
9140,Second Class,Home Office,Los Angeles,California,West,Technology,Accessories,159.98,2,0.0,47.994,55.992999999999995
9141,First Class,Corporate,New York City,New York,East,Technology,Phones,43.6,4,0.0,12.208,7.848000000000001
9142,Standard Class,Consumer,Las Vegas,Nevada,West,Office Supplies,Binders,8.288,2,0.2,3.0044,3.1701599999999996
9143,Standard Class,Consumer,Las Vegas,Nevada,West,Technology,Phones,1123.128,9,0.2,70.1955,140.391
9144,Standard Class,Consumer,Las Vegas,Nevada,West,Office Supplies,Appliances,64.9,5,0.0,18.820999999999998,9.215800000000002
9145,Standard Class,Consumer,Naperville,Illinois,Central,Office Supplies,Binders,2.8080000000000003,3,0.8,-4.4928,4.38048
9146,Standard Class,Corporate,Burlington,Vermont,East,Technology,Accessories,99.98,2,0.0,42.9914,28.494300000000003
9147,Standard Class,Corporate,Burlington,Vermont,East,Office Supplies,Art,8.04,6,0.0,2.7336,0.8843999999999999
9148,Standard Class,Corporate,Burlington,Vermont,East,Office Supplies,Storage,1564.29,13,0.0,406.7154,89.04419999999999
9149,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Binders,138.56,4,0.0,66.5088,18.012800000000002
9150,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Appliances,65.52,5,0.1,12.376,11.691680000000002
9151,Second Class,Consumer,Avondale,Arizona,West,Office Supplies,Art,14.575999999999999,2,0.2,2.3686,7.324439999999999
9152,Second Class,Consumer,Avondale,Arizona,West,Technology,Accessories,23.2,2,0.2,1.45,13.049999999999999
9153,Second Class,Consumer,Avondale,Arizona,West,Office Supplies,Art,16.464000000000002,7,0.2,1.8522,2.50488
9154,Second Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,19.312,2,0.2,3.1382,9.704279999999999
9155,Standard Class,Consumer,Las Vegas,Nevada,West,Office Supplies,Paper,40.08,6,0.0,19.2384,3.4736
9156,Standard Class,Corporate,Bangor,Maine,East,Office Supplies,Appliances,101.96,2,0.0,27.5292,37.215399999999995
9157,Standard Class,Corporate,Bangor,Maine,East,Office Supplies,Paper,259.74,13,0.0,124.6752,10.3896
9158,Standard Class,Corporate,Bangor,Maine,East,Technology,Accessories,255.42,9,0.0,104.7222,16.744199999999996
9159,Standard Class,Home Office,Hendersonville,Tennessee,South,Office Supplies,Binders,4.338,3,0.7,-3.0366,4.17894
9160,Standard Class,Home Office,Hendersonville,Tennessee,South,Office Supplies,Binders,11.88,5,0.7,-7.92,6.732
9161,Standard Class,Consumer,Eau Claire,Wisconsin,Central,Furniture,Bookcases,405.86,7,0.0,32.4688,53.34160000000001
9162,Standard Class,Consumer,Eau Claire,Wisconsin,Central,Furniture,Chairs,680.01,3,0.0,176.8026,167.7358
9163,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Accessories,2.376,3,0.2,0.7425,0.6533999999999999
9164,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,143.128,2,0.8,-393.602,483.057
9165,Second Class,Consumer,San Diego,California,West,Technology,Machines,4476.8,4,0.2,503.64,1191.948
9166,Second Class,Consumer,San Diego,California,West,Office Supplies,Paper,104.85,1,0.0,50.328,54.52199999999999
9167,Second Class,Consumer,San Diego,California,West,Office Supplies,Appliances,241.44,3,0.0,72.432,56.33599999999999
9168,Standard Class,Home Office,Jackson,Mississippi,South,Office Supplies,Paper,319.76,14,0.0,147.0896,12.3336
9169,Standard Class,Home Office,Jackson,Mississippi,South,Office Supplies,Paper,45.68,2,0.0,21.0128,12.3336
9170,Same Day,Home Office,Oxnard,California,West,Furniture,Furnishings,31.96,2,0.0,1.598,15.181000000000001
9171,Same Day,Home Office,Oxnard,California,West,Office Supplies,Paper,47.9,1,0.0,22.991999999999997,24.908
9172,Same Day,Home Office,Oxnard,California,West,Office Supplies,Storage,1112.94,3,0.0,222.588,296.78400000000005
9173,Same Day,Home Office,Oxnard,California,West,Office Supplies,Envelopes,22.92,3,0.0,11.2308,3.8964000000000003
9174,Second Class,Consumer,Kent,Washington,West,Technology,Phones,71.976,3,0.2,8.997,25.191599999999998
9175,Second Class,Consumer,Kent,Washington,West,Office Supplies,Paper,19.44,3,0.0,9.3312,3.3696
9176,Standard Class,Corporate,Nashville,Tennessee,South,Office Supplies,Binders,31.086,3,0.7,-20.724,29.358999999999998
9177,Standard Class,Consumer,New York City,New York,East,Technology,Phones,13.98,2,0.0,3.9144,5.0328
9178,Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,23.65,1,0.0,6.149,17.500999999999998
9179,Standard Class,Consumer,Westminster,California,West,Technology,Phones,707.88,3,0.2,44.2425,265.455
9180,Standard Class,Consumer,Westminster,California,West,Office Supplies,Binders,11.952,3,0.2,4.1832,3.1075199999999996
9181,Standard Class,Consumer,Westminster,California,West,Office Supplies,Binders,31.128,3,0.2,11.673,7.781999999999999
9182,Standard Class,Consumer,Westminster,California,West,Technology,Accessories,55.76,4,0.0,7.8064,11.988399999999999
9183,Standard Class,Consumer,Westminster,California,West,Office Supplies,Paper,24.56,2,0.0,11.5432,6.508399999999999
9184,Standard Class,Consumer,Westminster,California,West,Furniture,Furnishings,51.75,1,0.0,15.525,36.225
9185,Standard Class,Consumer,Westminster,California,West,Furniture,Chairs,207.18400000000003,1,0.2,25.898000000000003,217.54320000000004
9186,Standard Class,Consumer,Westminster,California,West,Office Supplies,Appliances,1473.1,5,0.0,412.468,212.12639999999996
9187,Standard Class,Home Office,Allentown,Pennsylvania,East,Office Supplies,Supplies,3.488,2,0.2,-0.6976,2.51136
9188,Standard Class,Home Office,Allentown,Pennsylvania,East,Technology,Accessories,21.728,4,0.2,3.8024,5.377680000000001
9189,Standard Class,Home Office,Allentown,Pennsylvania,East,Office Supplies,Storage,663.072,6,0.2,-165.768,165.768
9190,Standard Class,Home Office,Allentown,Pennsylvania,East,Office Supplies,Binders,99.588,2,0.7,-82.99,155.19129999999998
9191,Standard Class,Home Office,Allentown,Pennsylvania,East,Office Supplies,Paper,49.568000000000005,2,0.2,15.49,20.4468
9192,Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Binders,29.372,7,0.8,-46.9952,19.63728
9193,Standard Class,Corporate,San Antonio,Texas,Central,Technology,Phones,344.704,2,0.2,38.7792,183.55488
9194,Standard Class,Consumer,Avondale,Arizona,West,Office Supplies,Supplies,47.992,7,0.2,3.5994,7.610159999999999
9195,Standard Class,Consumer,Avondale,Arizona,West,Technology,Accessories,102.24,4,0.2,-16.614,35.6562
9196,Standard Class,Consumer,San Jose,California,West,Office Supplies,Paper,39.96,2,0.0,19.1808,10.3896
9197,Standard Class,Consumer,San Jose,California,West,Technology,Phones,1432.0,5,0.2,125.3,313.608
9198,Standard Class,Consumer,San Jose,California,West,Office Supplies,Supplies,41.04,6,0.0,11.0808,4.9932
9199,Standard Class,Consumer,San Jose,California,West,Furniture,Chairs,256.784,1,0.2,32.098,269.62319999999994
9200,First Class,Consumer,Perth Amboy,New Jersey,East,Furniture,Bookcases,120.98,1,0.0,12.097999999999999,108.882
9201,First Class,Consumer,Perth Amboy,New Jersey,East,Office Supplies,Binders,315.98,1,0.0,148.5106,167.4694
9202,Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,28.752,3,0.2,10.0632,7.47552
9203,Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,114.95,5,0.0,32.186,16.5528
9204,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Art,23.04,8,0.0,6.912000000000001,2.016
9205,Same Day,Consumer,Milford,Connecticut,East,Office Supplies,Art,15.48,3,0.0,4.4892,3.6636
9206,Same Day,Consumer,Milford,Connecticut,East,Office Supplies,Paper,51.84,8,0.0,24.8832,3.3696000000000006
9207,Standard Class,Consumer,Bloomington,Illinois,Central,Technology,Accessories,39.816,3,0.2,7.4655,12.940200000000003
9208,Second Class,Corporate,Seattle,Washington,West,Office Supplies,Storage,16.06,1,0.0,4.1756,11.8844
9209,Second Class,Home Office,Burlington,Iowa,Central,Office Supplies,Envelopes,7.28,1,0.0,3.4944,3.7856
9210,Second Class,Home Office,Burlington,Iowa,Central,Office Supplies,Binders,5.4,3,0.0,2.592,0.936
9211,Standard Class,Consumer,Roseville,California,West,Office Supplies,Paper,19.44,3,0.0,9.3312,3.3696
9212,Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,39.88,2,0.0,11.1664,14.356800000000002
9213,Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,79.44,3,0.0,28.5984,16.9472
9214,First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,20.664,7,0.2,6.9741,2.3468400000000003
9215,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,32.4,5,0.0,15.552,3.3695999999999997
9216,Standard Class,Corporate,Odessa,Texas,Central,Office Supplies,Appliances,13.762,1,0.8,-24.7716,69.36048
9217,First Class,Home Office,Minneapolis,Minnesota,Central,Office Supplies,Envelopes,15.28,2,0.0,7.4872,3.8964
9218,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,44.688,7,0.2,3.3516,7.086240000000001
9219,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Bookcases,301.47,3,0.5,-204.9996,253.2348
9220,First Class,Consumer,Lafayette,Louisiana,South,Office Supplies,Labels,11.07,3,0.0,5.2029,1.9557000000000002
9221,First Class,Consumer,Lafayette,Louisiana,South,Furniture,Tables,1504.52,4,0.0,346.0396,289.6201
9222,First Class,Consumer,Lafayette,Louisiana,South,Office Supplies,Paper,25.92,4,0.0,12.4416,3.3696000000000006
9223,Same Day,Home Office,Bryan,Texas,Central,Office Supplies,Binders,7.5360000000000005,6,0.8,-13.187999999999999,6.2172
9224,Same Day,Home Office,Bryan,Texas,Central,Office Supplies,Binders,1.4080000000000001,2,0.8,-2.3232,3.35808
9225,Same Day,Home Office,Bryan,Texas,Central,Office Supplies,Binders,4.144,4,0.8,-6.4232,4.75524
9226,Same Day,Home Office,Bryan,Texas,Central,Office Supplies,Storage,52.751999999999995,3,0.2,-12.5286,26.112239999999996
9227,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Appliances,381.36,7,0.0,106.7808,39.2256
9228,Same Day,Home Office,Los Angeles,California,West,Office Supplies,Art,6.72,4,0.0,3.36,0.84
9229,First Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,15.192,3,0.2,5.5071,3.8739599999999994
9230,First Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,58.32,9,0.0,27.9936,3.3696
9231,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,946.7639999999999,6,0.7,-694.2936,464.96631999999994
9232,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,94.68,9,0.0,31.2444,7.048400000000001
9233,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,23.67,3,0.0,0.9468,7.574400000000001
9234,Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,1091.1680000000001,4,0.2,68.19800000000001,306.891
9235,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,18.69,7,0.0,5.2332,1.9224
9236,Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,568.7280000000001,3,0.2,28.4364,216.11664000000002
9237,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,7.312,1,0.2,2.5592,5.703360000000001
9238,First Class,Consumer,Columbus,Ohio,East,Furniture,Furnishings,147.56799999999998,2,0.2,-3.6892,90.75431999999999
9239,Standard Class,Corporate,Tallahassee,Florida,South,Office Supplies,Paper,56.784,7,0.2,20.5842,6.205679999999999
9240,Standard Class,Corporate,Tallahassee,Florida,South,Office Supplies,Binders,5.607,3,0.7,-3.9249,5.40141
9241,Standard Class,Corporate,Tallahassee,Florida,South,Office Supplies,Art,6.5760000000000005,3,0.2,0.5754,2.4002399999999997
9242,Standard Class,Home Office,San Francisco,California,West,Office Supplies,Binders,14.304,6,0.2,4.6488,1.93104
9243,Standard Class,Home Office,San Francisco,California,West,Furniture,Bookcases,119.833,1,0.15,7.0489999999999995,129.70159999999998
9244,Standard Class,Home Office,San Francisco,California,West,Office Supplies,Art,5.56,2,0.0,2.224,1.6679999999999997
9245,Standard Class,Home Office,San Francisco,California,West,Office Supplies,Paper,32.4,5,0.0,15.552,3.3695999999999997
9246,Standard Class,Home Office,San Francisco,California,West,Office Supplies,Art,9.84,3,0.0,2.8536,2.3287999999999998
9247,Standard Class,Home Office,San Francisco,California,West,Office Supplies,Art,2.78,1,0.0,0.7228,2.0572
9248,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,3.64,1,0.2,1.365,2.7300000000000004
9249,Standard Class,Consumer,New York City,New York,East,Technology,Phones,881.93,7,0.0,220.4825,94.49249999999999
9250,Standard Class,Corporate,Marion,Iowa,Central,Office Supplies,Binders,115.84,8,0.0,54.4448,7.6744
9251,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,107.648,2,0.2,33.64,44.404799999999994
9252,Second Class,Consumer,Pine Bluff,Arkansas,South,Technology,Accessories,199.95,5,0.0,63.983999999999995,27.1932
9253,Second Class,Consumer,Pine Bluff,Arkansas,South,Office Supplies,Paper,12.96,2,0.0,6.2208,3.3696000000000006
9254,Second Class,Consumer,Columbia,Missouri,Central,Furniture,Chairs,60.89,1,0.0,15.2225,45.667500000000004
9255,Second Class,Consumer,Columbia,Missouri,Central,Office Supplies,Labels,14.94,3,0.0,6.8724,2.6891999999999996
9256,Second Class,Consumer,Columbia,Missouri,Central,Office Supplies,Binders,9.64,2,0.0,4.4344,2.6028000000000002
9257,Second Class,Consumer,Columbia,Missouri,Central,Furniture,Furnishings,332.94,3,0.0,53.2704,93.2232
9258,Second Class,Consumer,Columbia,Missouri,Central,Office Supplies,Binders,51.9,3,0.0,24.393,9.168999999999999
9259,Second Class,Consumer,Columbia,Missouri,Central,Office Supplies,Storage,64.96,2,0.0,2.5984,31.180799999999998
9260,Second Class,Consumer,Aberdeen,South Dakota,Central,Office Supplies,Supplies,25.5,3,0.0,6.63,6.29
9261,Same Day,Home Office,Seattle,Washington,West,Furniture,Chairs,215.976,3,0.2,-2.6997,87.47028
9262,Standard Class,Consumer,Detroit,Michigan,Central,Furniture,Chairs,389.97,3,0.0,35.0973,118.29090000000001
9263,Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Appliances,269.91,5,0.1,53.982,47.50416000000001
9264,Standard Class,Corporate,Memphis,Tennessee,South,Office Supplies,Binders,11.673,3,0.7,-7.782,11.024499999999998
9265,Standard Class,Corporate,Memphis,Tennessee,South,Office Supplies,Envelopes,64.848,7,0.2,24.318,6.9479999999999995
9266,First Class,Home Office,North Las Vegas,Nevada,West,Furniture,Furnishings,14.56,2,0.0,5.5328,4.5136
9267,Same Day,Consumer,Freeport,New York,East,Furniture,Chairs,102.58200000000001,1,0.1,6.8388,105.31752000000002
9268,Same Day,Consumer,Freeport,New York,East,Office Supplies,Paper,20.04,3,0.0,9.6192,3.4736
9269,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,32.088,7,0.2,11.2308,3.57552
9270,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,4305.552,6,0.2,1453.1238,570.4856399999999
9271,Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,10.02,3,0.0,4.4088,1.8703999999999998
9272,Standard Class,Corporate,New York City,New York,East,Technology,Phones,631.96,4,0.0,303.3408,82.15480000000001
9273,Standard Class,Consumer,Henderson,Kentucky,South,Office Supplies,Binders,1577.94,3,0.0,757.4112,273.50960000000003
9274,Same Day,Corporate,Albuquerque,New Mexico,West,Office Supplies,Art,255.85,7,0.0,112.574,20.468
9275,Second Class,Corporate,Delray Beach,Florida,South,Office Supplies,Storage,184.704,6,0.2,13.8528,34.17024
9276,Second Class,Corporate,Delray Beach,Florida,South,Technology,Accessories,47.92,2,0.2,11.98,21.563999999999997
9277,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,15.936,4,0.2,5.1792,3.22704
9278,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,8.001,7,0.7,-5.6007,3.3032699999999995
9279,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,398.972,2,0.3,-28.498,277.8555
9280,Standard Class,Home Office,Seattle,Washington,West,Furniture,Bookcases,163.88,2,0.0,40.97,61.455
9281,Standard Class,Consumer,Richmond,Virginia,South,Office Supplies,Appliances,67.9,5,0.0,20.37,9.506
9282,Standard Class,Consumer,West Palm Beach,Florida,South,Office Supplies,Paper,72.22399999999999,4,0.2,25.2784,14.083679999999996
9283,Second Class,Consumer,Fort Collins,Colorado,West,Office Supplies,Labels,11.696,2,0.2,3.9474,4.649159999999999
9284,Standard Class,Corporate,Franklin,Wisconsin,Central,Furniture,Chairs,392.94,3,0.0,43.2234,116.5722
9285,First Class,Consumer,Monroe,North Carolina,South,Furniture,Furnishings,18.176,1,0.2,4.7712,16.085759999999997
9286,Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Binders,6.888,3,0.8,-11.0208,10.74528
9287,Standard Class,Home Office,Dallas,Texas,Central,Furniture,Tables,457.485,3,0.3,-84.9615,235.06015000000002
9288,First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,1079.316,6,0.3,-15.4188,237.19253999999998
9289,Second Class,Home Office,San Francisco,California,West,Office Supplies,Paper,48.91,1,0.0,22.9877,25.922299999999996
9290,First Class,Consumer,Dover,Delaware,East,Office Supplies,Art,9.84,3,0.0,2.8536,2.3287999999999998
9291,First Class,Consumer,Dover,Delaware,East,Office Supplies,Binders,34.5,3,0.0,15.525,6.325
9292,Same Day,Corporate,Waco,Texas,Central,Office Supplies,Binders,0.556,1,0.8,-0.9452,2.70216
9293,Second Class,Consumer,Hagerstown,Maryland,East,Office Supplies,Binders,43.8,6,0.0,20.586,3.8689999999999998
9294,Standard Class,Corporate,Cleveland,Ohio,East,Office Supplies,Paper,13.872,3,0.2,5.0286,3.537359999999999
9295,Standard Class,Corporate,Cleveland,Ohio,East,Furniture,Bookcases,115.96,4,0.5,-64.9376,67.8366
9296,Second Class,Corporate,Mcallen,Texas,Central,Technology,Accessories,41.424,2,0.2,8.2848,19.88352
9297,Second Class,Corporate,Mcallen,Texas,Central,Technology,Phones,244.768,4,0.2,24.4768,66.08736
9298,Second Class,Corporate,Mcallen,Texas,Central,Office Supplies,Art,74.352,3,0.2,6.5058,27.138480000000005
9299,Second Class,Corporate,Mcallen,Texas,Central,Office Supplies,Binders,4.312,2,0.8,-6.8992,10.090080000000002
9300,Second Class,Corporate,Mcallen,Texas,Central,Furniture,Chairs,56.68600000000001,1,0.3,-20.245,100.01030000000002
9301,Second Class,Corporate,Mcallen,Texas,Central,Technology,Phones,97.96799999999999,2,0.2,6.122999999999999,55.10699999999999
9302,Second Class,Corporate,Mcallen,Texas,Central,Office Supplies,Art,7.872000000000001,3,0.2,0.8856,2.79456
9303,Second Class,Corporate,Mcallen,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,4.043519999999999
9304,Second Class,Corporate,Mcallen,Texas,Central,Office Supplies,Binders,1.476,1,0.8,-2.2878,6.77484
9305,Standard Class,Home Office,Santa Fe,New Mexico,West,Office Supplies,Art,8.4,5,0.0,2.184,1.2432
9306,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,6.56,2,0.0,1.9024,2.3287999999999998
